,train_id,depart_station,arrive_station,time_depart,time_arrive,depart_lon,depart_lat,arrive_lon,arrive_lat,delay
6171,L5559,Hamoir,Sy,2019-03-15 10:52:00,2019-03-15 10:56:00,5.533561,50.428181,5.5235650000000005,50.403254,60
6172,L5559,Bomal,Barvaux,2019-03-15 11:01:00,2019-03-15 11:05:00,5.519304,50.376798,5.501542,50.349416999999995,180
6173,L5559,Barvaux,Melreux-Hotton,2019-03-15 11:05:00,2019-03-15 11:12:00,5.501542,50.349416999999995,5.440136,50.28367,60
6174,L5559,Melreux-Hotton,Marche-en-Famenne,2019-03-15 11:12:00,2019-03-15 11:19:00,5.440136,50.28367,5.346289,50.222471999999996,120
6175,L5559,Marche-en-Famenne,Marloie,2019-03-15 11:19:00,2019-03-15 11:23:00,5.346289,50.222471999999996,5.313892,50.202821,60
6176,S42160,Vilvoorde,Bordet,2019-03-15 10:05:00,2019-03-15 10:12:00,4.432823,50.924583,4.410026,50.877784999999996,300
6177,S42160,Bordet,Evere,2019-03-15 10:13:00,2019-03-15 10:15:00,4.410026,50.877784999999996,4.400965,50.867779999999996,300
6178,S42160,Evere,Meiser,2019-03-15 10:15:00,2019-03-15 10:18:00,4.400965,50.867779999999996,4.394421,50.854071999999995,300
6179,S42160,Meiser,Merode,2019-03-15 10:18:00,2019-03-15 10:20:00,4.394421,50.854071999999995,4.398934,50.839284,360
6180,S42160,Merode,Delta,2019-03-15 10:21:00,2019-03-15 10:24:00,4.398934,50.839284,4.403869,50.818357,240
6181,S42160,Delta,Etterbeek,2019-03-15 10:24:00,2019-03-15 10:27:00,4.403869,50.818357,4.389513,50.822187,300
6182,S42160,Etterbeek,Brussels-Luxemburg/Brussels-Luxembourg,2019-03-15 10:28:00,2019-03-15 10:31:00,4.389513,50.822187,4.373673999999999,50.838943,300
6183,S42160,Brussels-Luxemburg/Brussels-Luxembourg,Brussels-Schuman,2019-03-15 10:32:00,2019-03-15 10:34:00,4.373673999999999,50.838943,4.3807220000000004,50.843276,300
6184,S42160,Brussels-Schuman,Bockstael,2019-03-15 10:35:00,2019-03-15 10:44:00,4.3807220000000004,50.843276,4.348513,50.87943,240
6185,S42160,Bockstael,Jette,2019-03-15 10:45:00,2019-03-15 10:47:00,4.348513,50.87943,4.326219999999999,50.880833,180
6186,S42160,Jette,Sint-Agatha-Berchem/Berchem-Sainte-Agathe,2019-03-15 10:48:00,2019-03-15 10:51:00,4.326219999999999,50.880833,4.289895,50.872625,180
6187,S42160,Sint-Agatha-Berchem/Berchem-Sainte-Agathe,Groot-Bijgaarden,2019-03-15 10:51:00,2019-03-15 10:53:00,4.289895,50.872625,4.273543,50.868337,180
6188,S42160,Groot-Bijgaarden,Dilbeek,2019-03-15 10:53:00,2019-03-15 10:55:00,4.273543,50.868337,4.243393,50.866728,180
6189,S42160,Dilbeek,Sint-Martens-Bodegem,2019-03-15 10:56:00,2019-03-15 10:59:00,4.243393,50.866728,4.205081,50.86716,120
6190,S42160,Sint-Martens-Bodegem,Ternat,2019-03-15 10:59:00,2019-03-15 11:02:00,4.205081,50.86716,4.1653400000000005,50.874522,180
6191,S42160,Ternat,Essene-Lombeek,2019-03-15 11:03:00,2019-03-15 11:07:00,4.1653400000000005,50.874522,4.115171,50.882451,120
6192,S42160,Essene-Lombeek,Liedekerke,2019-03-15 11:07:00,2019-03-15 11:09:00,4.115171,50.882451,4.095287,50.882531,60
6193,S42160,Liedekerke,Denderleeuw,2019-03-15 11:09:00,2019-03-15 11:12:00,4.095287,50.882531,4.071825,50.891925,120
6194,S42160,Denderleeuw,Erembodegem,2019-03-15 11:15:00,2019-03-15 11:19:00,4.071825,50.891925,4.055447,50.919621,60
6195,IC731,Poperinge,Ieper,2019-03-15 09:08:00,2019-03-15 09:15:00,2.736343,50.854449,2.876593,50.847402,120
6196,IC731,Ieper,Komen / Comines,2019-03-15 09:16:00,2019-03-15 09:25:00,2.876593,50.847402,2.999286,50.772071999999994,120
6197,IC731,Komen / Comines,Wervik,2019-03-15 09:26:00,2019-03-15 09:29:00,2.999286,50.772071999999994,3.046983,50.781861,120
6198,IC731,Wervik,Menen,2019-03-15 09:30:00,2019-03-15 09:34:00,3.046983,50.781861,3.113791,50.799489,120
6199,IC731,Menen,Wevelgem,2019-03-15 09:35:00,2019-03-15 09:39:00,3.113791,50.799489,3.18352,50.811526,180
6200,IC731,Wevelgem,Bissegem,2019-03-15 09:40:00,2019-03-15 09:44:00,3.18352,50.811526,3.224205,50.825845,120
6201,IC731,Bissegem,Kortrijk,2019-03-15 09:45:00,2019-03-15 09:50:00,3.224205,50.825845,3.264549,50.824506,60
6202,IC731,Kortrijk,Waregem,2019-03-15 09:58:00,2019-03-15 10:07:00,3.264549,50.824506,3.42551,50.892456,60
6203,IC731,Antwerp-Berchem,Antwerp-Central,2019-03-15 11:19:00,2019-03-15 11:23:00,4.432221,51.19923,4.421101,51.2172,300
6204,IC4031,Brussels-Schuman,Brussels-Luxemburg/Brussels-Luxembourg,2019-03-15 10:03:00,2019-03-15 10:05:00,4.3807220000000004,50.843276,4.373673999999999,50.838943,60
6205,IC4031,Brussels-Luxemburg/Brussels-Luxembourg,Etterbeek,2019-03-15 10:10:00,2019-03-15 10:13:00,4.373673999999999,50.838943,4.389513,50.822187,60
6206,IC4031,Boondaal/Boondael,Diesdelle/Vivier d'Oie,2019-03-15 10:19:00,2019-03-15 10:22:00,4.393387000000001,50.801665,4.374052,50.796145,60
